Oh	INTJ	Oh
en	ADP	en
pas	ADV	pas
m'	PRON	me
détonnait	VERB	détonner
long	ADJ	long
feinte	NOUN	feinte
--	PUNCT	--
s'	PRON	se
?	PUNCT	?
moi	PRON	moi
temps	NOUN	temps
les	DET	le
de	ADP	de
bizarre	ADJ	bizarre
de	ADP	de
père	NOUN	père
des	DET	un
plus	ADV	plus
bottes	NOUN	botte
--	PUNCT	--
en	ADP	en
hystérique	ADJ	hystérique
montrerai	VERB	montrer
des	DET	un
Si	SCONJ	si
des	DET	un
ai	AUX	avoir
pour	ADP	pour
à	ADP	à
,	PUNCT	,
était	AUX	être
Je	PRON	je
Marcheret	PROPN	Marcheret
travaille	VERB	travaille
.	PUNCT	.
penser	VERB	penser
a	AUX	avoir
ce	PRON	ce
votre	DET	votre
Murraille	PROPN	Murraille
Marcheret	PROPN	Marcheret
note	NOUN	note
les	DET	le
du	ADP	de
voir	VERB	voir
a	AUX	avoir
article	NOUN	article
Bien	ADV	bien
un	DET	un
voulu	VERB	vouloir
voudrais	VERB	vouloir
complet	NOUN	complet
parler	VERB	parler
--	PUNCT	--
s'	PRON	se
ce	DET	ce
main	NOUN	main
»	PUNCT	»
Je	PRON	je
d'	ADP	de
--	PUNCT	--
Une	DET	un
,	PUNCT	,
Il	PRON	il
les	DET	le
en	ADP	en
à	ADP	à
faute	NOUN	faute
--	PUNCT	--
-elle	PRON	lui
dansons	VERB	danser
habitude	NOUN	habitude
forêt	NOUN	forêt
C'	PRON	ce
foulards	NOUN	foulard
«	PUNCT	«
de	ADP	de
.	PUNCT	.
,	PUNCT	,
...	PUNCT	...
Quimphe	PROPN	Quimphe
y	PRON	y
son	DET	son
--	PUNCT	--
table	NOUN	table
se	PRON	se
qui	PRON	qui
viens	VERB	venir
père	NOUN	père
en	ADP	en
--	PUNCT	--
Vous	PRON	vous
épaule	NOUN	épaule
avenue	NOUN	avenue
Vous	PRON	vous
un	DET	un
conversation	NOUN	conversation
.	PUNCT	.
,	PUNCT	,
plombé	VERB	plomber
Marcheret	PROPN	Marcheret
personne	PRON	personne
malingre	ADJ	malingre
genre	NOUN	genre
boy	NOUN	boy
toile	NOUN	toile
père	NOUN	père
Sylviane	PROPN	Sylviane
Mon	DET	mon
une	DET	un
--	PUNCT	--
vous	PRON	vous
Murraille	PROPN	Murraille
-il	PRON	il
un	DET	un
distraite	ADJ	distrait
Leurs	DET	leur
Au	ADP	au
.	PUNCT	.
le	DET	le
rejoint	VERB	rejoindre
Elle	PRON	lui
quelque	DET	quelque
,	PUNCT	,
compris	VERB	comprendre
journalisme	NOUN	journalisme
journal	NOUN	journal
?	PUNCT	?
aisés	ADJ	aisé
proposait	VERB	proposer
Je	PRON	je
sur	ADP	sur
--	PUNCT	--
s'	PRON	se
faites	VERB	faire
-il	PRON	il
de	ADP	de
était	AUX	être
sans	ADP	sans
.	PUNCT	.
rue	NOUN	rue
de	ADP	de
Marcheret	PROPN	Marcheret
posa	VERB	poser
et	CCONJ	et
-elle	PRON	lui
c'	PRON	ce
douce	ADJ	doux
apparaît	VERB	apparaître
!	PUNCT	!
.	PUNCT	.
s'	PRON	se
part	NOUN	part
qu'	PRON	qu'
dites	VERB	dire
l'	PRON	l'
Guy	PROPN	Guy
cycliste	ADJ	cycliste
--	PUNCT	--
vous	PRON	vous
lui	PRON	lui
cette	DET	ce
que	PRON	que
le	DET	le
n'	ADV	n'
plus	ADV	plus
est	AUX	être
me	PRON	me
comme	SCONJ	comme
le	DET	le
,	PUNCT	,
speaker	NOUN	speaker
connaissez	VERB	connaître
monter	VERB	monter
lui	PRON	lui
:	PUNCT	:
patron	NOUN	patron
vous	PRON	vous
un	DET	un
je	PRON	je
.	PUNCT	.
de	ADP	de
.	PUNCT	.
me	PRON	me
presque	ADV	presque
de	ADP	de
d'	ADP	de
la	DET	le
collaborer	VERB	collaborer
J'	PRON	je
.	PUNCT	.
nostalgie	NOUN	nostalgie
monsieur	NOUN	Monsieur
articulé	VERB	articuler
une	DET	un
et	CCONJ	et
ses	DET	son
,	PUNCT	,
établissement	NOUN	établissement
...	PUNCT	...
ancien	ADJ	ancien
Marcheret	NOUN	marcheret
gouttes	NOUN	goutte
un	DET	un
Oh	INTJ	Oh
?	PUNCT	?
coloniaux	ADJ	colonial
moment	NOUN	moment
Il	PRON	il
--	PUNCT	--
de	ADP	de
votre	DET	votre
a	AUX	avoir
moi	PRON	moi
plairait	VERB	plaire
très	ADV	très
:	PUNCT	:
appelait	VERB	appeler
me	PRON	me
à	ADP	à
suivait	VERB	suivre
,	PUNCT	,
est	AUX	être
brun	NOUN	brun
.	PUNCT	.
yeux	NOUN	oeil
mais	CCONJ	mais
réponse	NOUN	réponse
?	PUNCT	?
s'	PRON	se
à	ADP	à
soie	NOUN	soie
--	PUNCT	--
en	ADP	en
leur	DET	leur
chambre	NOUN	chambre
.	PUNCT	.
jours	NOUN	jour
Qu'	PRON	qu'
front	NOUN	front
tendait	VERB	tendre
Je	PRON	je
passent	VERB	passer
-ce	PRON	-ce
fermait	VERB	fermer
Quimphe	PROPN	Quimphe
inquiétait	VERB	inquiéter
teint	NOUN	teint
m'	PRON	me
au	ADP	au
cette	DET	ce
s'	PRON	se
installer	VERB	installer
campagne	NOUN	campagne
,	PUNCT	,
moins	ADV	moins
nous	PRON	nous
me	PRON	me
d'	ADP	de
.	PUNCT	.
Elle	PRON	lui
hocha	VERB	hocher
?	PUNCT	?
la	DET	le
Murraille	PROPN	Murraille
le	PRON	le
une	PRON	un
.	PUNCT	.
verrez	VERB	voir
Jean	PROPN	Jean
tweed	NOUN	tweed
--	PUNCT	--
J'	PRON	je
se	PRON	se
,	PUNCT	,
de	ADP	de
j'	PRON	je
-ce	PRON	-ce
--	PUNCT	--
fois	NOUN	fois
papillon	NOUN	papillon
comme	SCONJ	comme
-je	PRON	je
--	PUNCT	--
pas	ADV	pas
commentaire	NOUN	commentaire
,	PUNCT	,
.	PUNCT	.
--	PUNCT	--
me	PRON	me
tout	ADJ	tout
tout	ADJ	tout
doute	NOUN	doute
Après	ADP	après
où	PRON	où
«	PUNCT	«
Parisiens	NOUN	parisien
qu'	PRON	qu'
?	PUNCT	?
bande	NOUN	bande
j'	PRON	je
Mon	DET	mon
,	PUNCT	,
ne	ADV	ne
cravaté	VERB	cravater
mouiller	VERB	mouiller
sur	ADP	sur
avais	AUX	avoir
.	PUNCT	.
sais	VERB	savoir
endormi	VERB	endormir
viendra	VERB	venir
-vous	PRON	vous
Mon	DET	mon
mot	NOUN	mot
,	PUNCT	,
tellement	ADV	tellement
et	CCONJ	et
mélodie	NOUN	mélodie
frotta	VERB	frotter
dire	VERB	dire
la	DET	le
efforçai	VERB	efforcer
son	DET	son
derniers	ADJ	dernier
Mon	DET	mon
des	ADP	de
tourne	VERB	tourne
de	ADP	de
sujet	NOUN	sujet
l'	DET	le
.	PUNCT	.
C'	PRON	ce
à	ADP	à
manège	NOUN	manège
d'	ADP	de
Je	PRON	je
Marcheret	PROPN	Marcheret
compromettre	VERB	compromettre
sans	ADP	sans
curieuse	ADJ	curieux
Je	PRON	je
pas	ADV	pas
maître	NOUN	maître
avez	AUX	avoir
demain	ADV	demain
croyez	VERB	croire
Ils	PRON	il
sportive	ADJ	sportif
.	PUNCT	.
le	PRON	le
que	SCONJ	que
tous	ADJ	tout
poitrine	NOUN	poitrine
encore	ADV	encore
S'	PRON	se
serait	AUX	être
coureur	NOUN	coureur
me	PRON	me
.	PUNCT	.
:	PUNCT	:
la	DET	le
.	PUNCT	.
tombé	VERB	tomber
goûté	VERB	goûter
impeccablement	ADV	impeccablement
Vous	PRON	vous
,	PUNCT	,
mêlé	VERB	mêler
tête	NOUN	tête
Vous	PRON	vous
Pourquoi	ADV	pourquoi
vous	PRON	vous
.	PUNCT	.
Je	PRON	je
cela	PRON	cela
--	PUNCT	--
je	PRON	je
demander	VERB	demander
dansez	VERB	danser
perlaient	VERB	perler
du	ADP	de
.	PUNCT	.
lui	PRON	lui
élégance	NOUN	élégance
doit	VERB	devoir
il	PRON	il
.	PUNCT	.
y	PRON	y
--	PUNCT	--
qui	PRON	qui
,	PUNCT	,
,	PUNCT	,
information	NOUN	information
demandé	VERB	demander
à	ADP	à
sont	AUX	être
.	PUNCT	.
regardant	VERB	regarder
;	PUNCT	;
colonies	NOUN	colonie
ma	DET	mon
dit	VERB	dire
imaginais	VERB	imaginer
,	PUNCT	,
conclu	VERB	conclure
vol	NOUN	vol
ma	DET	mon
y	PRON	y
volte	VERB	volte
me	PRON	me
étaient	AUX	être
a	AUX	avoir
on	PRON	on
A	ADP	à
réponse	NOUN	réponse
lumières	NOUN	lumière
chemise	NOUN	chemise
sueur	NOUN	sueur
,	PUNCT	,
.	PUNCT	.
suis	AUX	être
au	ADP	au
.	PUNCT	.
il	PRON	il
.	PUNCT	.
à	ADP	à
a	VERB	avoir
ce	DET	ce
Ils	PRON	il
--	PUNCT	--
si	SCONJ	si
de	ADP	de
l'	DET	le
il	PRON	il
ans	NOUN	an
croyez	VERB	croire
derrière	ADP	derrière
un	DET	un
vous	PRON	vous
père	NOUN	père
de	ADP	de
Je	PRON	je
que	SCONJ	que
.	PUNCT	.
un	DET	un
particulier	ADJ	particulier
minuit	NOUN	minuit
--	PUNCT	--
cols	NOUN	col
ce	DET	ce
micro	NOUN	micro
fait	VERB	faire
,	PUNCT	,
Des	DET	un
.	PUNCT	.
C'	PRON	ce
phono	NOUN	phono
?	PUNCT	?
cher	ADJ	cher
mouillez	VERB	mouiller
.	PUNCT	.
Il	PRON	il
une	DET	un
faible	NOUN	faible
--	PUNCT	--
le	DET	le
.	PUNCT	.
je	PRON	je
d'	ADP	de
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
avait	AUX	avoir
Vous	PRON	vous
et	CCONJ	et
--	PUNCT	--
pas	NOUN	pas
dans	ADP	dans
vous	PRON	vous
avait	AUX	avoir
il	PRON	il
noués	VERB	nouer
Il	PRON	il
...	PUNCT	...
était	AUX	être
qui	PRON	qui
un	DET	un
emmène	VERB	emmener
père	NOUN	père
me	PRON	me
sourit	VERB	sourire
voulez	VERB	vouloir
vînt	VERB	venir
entretien	NOUN	entretien
,	PUNCT	,
C'	PRON	ce
.	PUNCT	.
sur	ADP	sur
tout	ADJ	tout
demandé	VERB	demander
rebute	VERB	rebute
infects	ADJ	infect
,	PUNCT	,
?	PUNCT	?
Il	PRON	il
à	ADP	à
.	PUNCT	.
aile	NOUN	aile
mon	DET	mon
au	ADP	au
?	PUNCT	?
Rêveur	NOUN	rêveur
chaque	DET	chaque
que	PRON	que
--	PUNCT	--
.	PUNCT	.
ce	DET	ce
.	PUNCT	.
et	CCONJ	et
Sylviane	PROPN	Sylviane
éteindre	VERB	éteindre
.	PUNCT	.
impératif	ADJ	impératif
.	PUNCT	.
en	ADP	en
,	PUNCT	,
Je	PRON	je
insistance	NOUN	insistance
beaucoup	ADV	beaucoup
journal	NOUN	journal
.	PUNCT	.
attendu	VERB	attendre
déjà	ADV	déjà
état	NOUN	état
endroits	NOUN	endroit
un	DET	un
pusse	VERB	pouvoir
une	DET	un
ne	ADV	ne
cachemire	NOUN	cachemire
attendu	VERB	attendre
pouvait	VERB	pouvoir
:	PUNCT	:
nouvelles	NOUN	nouvelle
grise	ADJ	gris
un	DET	un
ensemble	NOUN	ensemble
de	ADP	de
nouvelle	NOUN	nouvelle
choses	NOUN	chose
?	PUNCT	?
si	SCONJ	si
posa	VERB	poser
Buvez	VERB	boire
agréable	ADJ	agréable
promenades	NOUN	promenade
.	PUNCT	.
dans	ADP	dans
encore	ADV	encore
Vous	PRON	vous
Vous	PRON	vous
,	PUNCT	,
?	PUNCT	?
?	PUNCT	?
que	SCONJ	que
aimez	VERB	aimer
.	PUNCT	.
baron	NOUN	baron
garçon	NOUN	garçon
--	PUNCT	--
délicieuse	ADJ	délicieux
un	DET	un
et	CCONJ	et
pas	ADV	pas
charmant	ADJ	charmant
ces	DET	ce
Je	PRON	je
voulez	VERB	vouloir
de	ADP	de
Il	PRON	il
se	PRON	se
la	DET	le
:	PUNCT	:
me	PRON	me
est	AUX	être
que	SCONJ	que
ne	ADV	ne
choix	NOUN	choix
Cela	PRON	cela
un	DET	un
bar	NOUN	bar
pour	ADP	pour
se	PRON	se
un	DET	un
d'	ADP	de
avait	AUX	avoir
!	PUNCT	!
du	ADP	de
La	DET	le
pas	ADV	pas
maison	NOUN	maison
de	ADP	de
Pas	ADV	pas
fait	AUX	faire
.	PUNCT	.
ne	ADV	ne
un	DET	un
une	DET	un
peur	NOUN	peur
dit	VERB	dire
encore	ADV	encore
crois	VERB	croire
Je	PRON	je
vous	PRON	vous
n'	ADV	n'
une	DET	un
du	ADP	de
amical	ADJ	amical
.	PUNCT	.
casques	NOUN	casque
ton	NOUN	ton
énoncé	VERB	énoncer
--	PUNCT	--
de	ADP	de
,	PUNCT	,
l'	DET	le
été	AUX	être
hésita	VERB	hésiter
.	PUNCT	.
.	PUNCT	.
un	DET	un
.	PUNCT	.
:	PUNCT	:
amis	NOUN	ami
dit	VERB	dire
la	DET	le
.	PUNCT	.
souhaitais	VERB	souhaiter
Murraille	PROPN	Murraille
moustiquaire	NOUN	moustiquaire
septembre	NOUN	septembre
Jean-Mermoz	PROPN	Jean-Mermoz
qu'	SCONJ	que
il	PRON	il
:	PUNCT	:
--	PUNCT	--
retourner	VERB	retourner
.	PUNCT	.
sorte	NOUN	sorte
m'	PRON	me
saisir	VERB	saisir
Mais	CCONJ	mais
Oh	INTJ	Oh
vie	NOUN	vie
un	DET	un
un	DET	un
il	PRON	il
ordinaire	ADV	ordinaire
fait	NOUN	fait
avait	VERB	avoir
à	ADP	à
part	NOUN	part
--	PUNCT	--
ami	NOUN	ami
costumes	NOUN	costume
qu'	SCONJ	que
--	PUNCT	--
caractère	NOUN	caractère
La	DET	le
.	PUNCT	.
sûr	ADJ	sûr
a	AUX	avoir
Et	CCONJ	et
chandail	NOUN	chandail
plus	ADV	plus
...	PUNCT	...
menton	NOUN	menton
peu	ADV	peu
les	DET	le
ma	DET	mon
écrive	VERB	écrire
,	PUNCT	,
ne	ADV	ne
de	ADP	de
voix	NOUN	voix
Merci	NOUN	merci
bulletin	NOUN	bulletin
nez	NOUN	nez
salon	NOUN	salon
d'	ADP	de
.	PUNCT	.
.	PUNCT	.
lanternes	NOUN	lanterne
-	VERB	-
Tu	PRON	tu
Je	PRON	je
avoir	AUX	avoir
prostration	NOUN	prostration
grandes	ADJ	grand
--	PUNCT	--
!	PUNCT	!
.	PUNCT	.
disque	NOUN	disque
sa	DET	son
?	PUNCT	?
.	PUNCT	.
y	PRON	y
donné	VERB	donner
cheval	NOUN	cheval
veste	NOUN	veste
l'	PRON	l'
vous	PRON	vous
rempilerais	VERB	rempiler
à	ADP	à
Et	CCONJ	et
le	DET	le
--	PUNCT	--
Murraille	PROPN	Murraille
agissait	VERB	agir
Mais	CCONJ	mais
manches	NOUN	manche
aiguë	ADJ	aigu
espère	VERB	espérer
-je	PRON	je
,	PUNCT	,
que	SCONJ	que
est	AUX	être
bégayé	VERB	bégayer
très	ADV	très
beau	ADJ	beau
...	PUNCT	...
tête	NOUN	tête
croi	VERB	croi
vêtus	VERB	vêtir
Vous	PRON	vous
résultat	NOUN	résultat
Exotique	ADJ	exotique
avez	VERB	avoir
Mais	CCONJ	mais
Bonne	ADJ	bon
caressait	VERB	caresser
oui	ADV	oui
avons	AUX	avoir
j'	PRON	je
comme	ADP	comme
mon	DET	mon
prenait	VERB	prendre
la	DET	le
il	PRON	il
--	PUNCT	--
voilà	VERB	voilà
brièvement	ADV	brièvement
...	PUNCT	...
de	ADP	de
,	PUNCT	,
A	ADP	à
serons	AUX	être
que	ADV	que
que	SCONJ	que
avec	ADP	avec
demanda	VERB	demander
J'	PRON	je
beaucoup	ADV	beaucoup
La	DET	le
nuit	NOUN	nuit
réprimant	VERB	réprimer
Quimphe	PROPN	Quimphe
lui	PRON	lui
dans	ADP	dans
le	PRON	le
un	DET	un
ajoutait	VERB	ajouter
ai	VERB	avoir
Soir	NOUN	soir
?	PUNCT	?
,	PUNCT	,
chinoises	ADJ	chinois
,	PUNCT	,
dit	VERB	dire
--	PUNCT	--
accord	NOUN	accord
qu'	SCONJ	que
a	AUX	avoir
.	PUNCT	.
Son	DET	son
.	PUNCT	.
écouter	VERB	écouter
ridicule	ADJ	ridicule
devriez	VERB	devoir
yeux	NOUN	oeil
,	PUNCT	,
Vous	PRON	vous
,	PUNCT	,
américain	ADJ	américain
Jean	PROPN	Jean
venait	VERB	venir
chose	NOUN	chose
juste	ADV	juste
la	DET	le
avais	AUX	avoir
vire	VERB	vire
...	PUNCT	...
faudrait	VERB	falloir
,	PUNCT	,
on	PRON	on
le	DET	le
part	NOUN	part
Il	PRON	il
sur	ADP	sur
ajouté	VERB	ajouter
de	ADP	de
.	PUNCT	.
,	PUNCT	,
m'	PRON	me
mais	CCONJ	mais
dernier	ADJ	dernier
ce	DET	ce
tout	ADV	tout
Je	PRON	je
je	PRON	je
verre	NOUN	verre
mots	NOUN	mot
serait	AUX	être
.	PUNCT	.
;	PUNCT	;
les	DET	le
--	PUNCT	--
,	PUNCT	,
parlaient	VERB	parler
nocturne	ADJ	nocturne
--	PUNCT	--
d'	ADP	de
flanelle	NOUN	flanelle
en	ADP	en
connaissais	VERB	connaître
le	DET	le
seul	ADJ	seul
étant	VERB	être
aimerais	VERB	aimer
Pas	ADV	pas
quelques	DET	quelque
de	ADP	de
vues	VERB	voir
d'	ADP	de
êtes	AUX	être
un	DET	un
ai	AUX	avoir
mauvais	ADJ	mauvais
trafiquer	VERB	trafiquer
ton	NOUN	ton
baron	NOUN	baron
d'	ADP	de
l'	DET	le
autres	PRON	autre
Il	PRON	il
Deyckecaire	PROPN	Deyckecaire
était	AUX	être
,	PUNCT	,
-t	PRON	-t
puis	CCONJ	puis
très	ADV	très
à	ADP	à
»	PUNCT	»
vous	PRON	vous
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
Alexandre	PROPN	Alexandre
n'	ADV	n'
Vous	PRON	vous
chronique	NOUN	chronique
et	CCONJ	et
.	PUNCT	.
souvent	ADV	souvent
pas	ADV	pas
est	AUX	être
,	PUNCT	,
des	ADP	de
Sylviane	PROPN	Sylviane
et	CCONJ	et
dis	VERB	dire
Murraille	PROPN	Murraille
de	ADP	de
Vous	PRON	vous
haut-le-cœur	NOUN	haut-le-cœur
en	PRON	en
d'	ADP	de
n'	ADV	n'
paru	VERB	paraître
.	PUNCT	.
un	DET	un
blanche	ADJ	blanc
pièce	NOUN	pièce
mon	DET	mon
main	NOUN	main
ouvraient	VERB	ouvrir
étonnée	VERB	étonner
traînant	ADJ	traînant
trouve	VERB	trouve
--	PUNCT	--
--	PUNCT	--
sur	ADP	sur
m'	PRON	me
là	ADV	là
à	ADP	à
ne	ADV	ne
à	ADP	à
Pas	ADV	pas
yeux	NOUN	oeil
pas	ADV	pas
de	ADP	de
un	DET	un
geste	NOUN	geste
eut	VERB	avoir
de	ADP	de
et	CCONJ	et
Wagram	PROPN	Wagram
qu'	SCONJ	que
il	PRON	il
-t	PRON	-t
un	DET	un
portait	VERB	porter
une	DET	un
culotte	NOUN	culotte
.	PUNCT	.
de	ADP	de
noir	NOUN	noir
le	DET	le
droit	ADV	droit
mes	DET	mon
je	PRON	je
dans	ADP	dans
s'	PRON	se
.	PUNCT	.
chemin	NOUN	chemin
s	PROPN	s
le	DET	le
Et	CCONJ	et
levé	VERB	lever
douceurs	NOUN	douceur
à	ADP	à
Ce	PRON	ce
une	DET	un
et	CCONJ	et
,	PUNCT	,
?	PUNCT	?
trouverions	VERB	trouver
me	PRON	me
de	ADP	de
demanda	VERB	demander
clarté	NOUN	clarté
mes	DET	mon
ai	AUX	avoir
les	DET	le
ami	NOUN	ami
celle-ci	PRON	celui-ci
du	ADP	de
tout	ADV	tout
avons	AUX	avoir
rue	NOUN	rue
Tu	PRON	tu
.	PUNCT	.
est	VERB	être
jadis	ADV	jadis
d'	ADP	de
m'	PRON	me
vous	PRON	vous
Fontaine	PROPN	Fontaine
.	PUNCT	.
découragerais	VERB	décourager
de	ADP	de
il	PRON	il
dit	VERB	dire
m'	PRON	me
Rue	NOUN	rue
son	DET	son
ai	AUX	avoir
notre	DET	notre
étais	VERB	être
Sylviane	PROPN	Sylviane
tourné	VERB	tourner
Paris	PROPN	Paris
bar	NOUN	bar
Marcheret	PROPN	Marcheret
vous	PRON	vous
et	CCONJ	et
m'	PRON	me
de	ADP	de
il	PRON	il
.	PUNCT	.
bordel	NOUN	bordel
--	PUNCT	--
trompes	VERB	tromper
,	PUNCT	,
était	AUX	être
.	PUNCT	.
aux	ADP	à
-il	PRON	il
Mais	CCONJ	mais
les	DET	le
-t	PRON	-t
Me	PRON	me
Nous	PRON	nous
...	PUNCT	...
voir	VERB	voir
de	ADP	de
:	PUNCT	:
connaissez	VERB	connaître
.	PUNCT	.
prendre	VERB	prendre
me	PRON	me
teinte	NOUN	teinte
Le	DET	le
ai	AUX	avoir
Il	PRON	il
avions	VERB	avoir
?	PUNCT	?
s	PROPN	s
.	PUNCT	.
comme	ADP	comme
jour	NOUN	jour
habileté	NOUN	habileté
un	DET	un
réservé	VERB	réserver
quelques	DET	quelque
«	PUNCT	«
leur	PRON	leur
pas	ADV	pas
a	AUX	avoir
la	DET	le
a	AUX	avoir
altéraient	VERB	altérer
oublié	VERB	oublier
est	AUX	être
laquelle	PRON	lequel
dix	NUM	dix
être	ADV	être
la	DET	le
évoquant	VERB	évoquer
,	PUNCT	,
instruction	NOUN	instruction
gauche	NOUN	gauche
inquiétante	ADJ	inquiétant
non	ADV	non
y	PRON	y
,	PUNCT	,
!	PUNCT	!
Ils	PRON	il
Prieuré	NOUN	prieuré
de	ADP	de
ces	DET	ce
un	DET	un
vous	PRON	vous
déambulions	VERB	déambuler
-il	PRON	il
ne	ADV	ne
même	ADV	même
,	PUNCT	,
.	PUNCT	.
faire	VERB	faire
de	ADP	de
qu'	ADV	qu'
univers	NOUN	univers
auberge	NOUN	auberge
,	PUNCT	,
a	AUX	avoir
et	CCONJ	et
mon	DET	mon
.	PUNCT	.
Or	PROPN	Or
,	PUNCT	,
j'	PRON	je
,	PUNCT	,
--	PUNCT	--
!	PUNCT	!
Un	DET	un
de	ADP	de
le	PRON	le
,	PUNCT	,
une	DET	un
,	PUNCT	,
Schubert	PROPN	Schubert
N'	ADV	n'
rendez-vous	NOUN	rendez-vous
prolonger	VERB	prolonger
eussent	AUX	avoir
mon	DET	mon
.	PUNCT	.
--	PUNCT	--
.	PUNCT	.
assurer	VERB	assurer
,	PUNCT	,
compte	VERB	compte
Murraille	PROPN	Murraille
demanda	VERB	demander
demandé	VERB	demander
Nous	PRON	nous
Rue	NOUN	rue
pâteuse	ADJ	pâteux
--	PUNCT	--
se	PRON	se
Fontaine	PROPN	Fontaine
un	DET	un
de	ADP	de
lui	PRON	lui
--	PUNCT	--
d'	ADP	de
désignait	VERB	désigner
Ne	ADV	ne
.	PUNCT	.
Jean	PROPN	Jean
soupira	VERB	soupirer
,	PUNCT	,
tous	ADJ	tout
tout	PRON	tout
nous	PRON	nous
?	PUNCT	?
monnaie	NOUN	monnaie
salon	NOUN	salon
se	PRON	se
les	DET	le
votre	DET	votre
,	PUNCT	,
trouvez	VERB	trouver
.	PUNCT	.
ces	DET	ce
Sylviane	PROPN	Sylviane
Je	PRON	je
il	PRON	il
,	PUNCT	,
main	NOUN	main
et	CCONJ	et
colonies	NOUN	colonie
Ensuite	ADV	ensuite
endroits	NOUN	endroit
toujours	ADV	toujours
nous	PRON	nous
distinguais	VERB	distinguer
,	PUNCT	,
est	AUX	être
J'	PRON	je
que	PRON	que
,	PUNCT	,
,	PUNCT	,
Leone	PROPN	Leone
Quimphe	PROPN	Quimphe
cette	DET	ce
»	PUNCT	»
doigt	NOUN	doigt
continuait	VERB	continuer
s'	PRON	se
l'	DET	le
moi	PRON	moi
perdre	VERB	perdre
-il	PRON	il
grave	ADJ	grave
une	DET	un
de	ADP	de
à	ADP	à
été	AUX	être
.	PUNCT	.
devant	ADP	devant
,	PUNCT	,
parvenaient	VERB	parvenir
--	PUNCT	--
souffle	NOUN	souffle
que	SCONJ	que
!	PUNCT	!
pouvons	VERB	pouvoir
.	PUNCT	.
étonné	VERB	étonner
nous	PRON	nous
Guy	PROPN	Guy
Mon	DET	mon
père	NOUN	père
,	PUNCT	,
!	PUNCT	!
agissait	VERB	agir
m'	PRON	me
est	VERB	être
La	DET	le
,	PUNCT	,
Ne	ADV	ne
a	AUX	avoir
de	ADP	de
de	ADP	de
Quand	SCONJ	quand
attendus	VERB	attendre
mon	DET	mon
avions	VERB	avoir
à	ADP	à
de	ADP	de
-t	PRON	-t
seuil	NOUN	seuil
au	ADP	au
.	PUNCT	.
père	NOUN	père
Et	CCONJ	et
paraît	VERB	paraître
land	PROPN	land
on	PRON	on
land	PROPN	land
saluer	VERB	saluer
de	ADP	de
Écrinrue	PROPN	Écrinrue
de	ADP	de
lui	PRON	lui
qu'	SCONJ	que
chemisier	NOUN	chemisier
--	PUNCT	--
as	VERB	avoir
,	PUNCT	,
immense	ADJ	immense
depuis	ADP	depuis
à	ADP	à
regard	NOUN	regard
Il	PRON	il
«	PUNCT	«
la	DET	le
ne	ADV	ne
.	PUNCT	.
noms	NOUN	nom
répondu	VERB	répondre
.	PUNCT	.
l'	DET	le
méfierais	VERB	méfier
cher	ADJ	cher
de	ADP	de
loin	ADV	loin
pas	ADV	pas
plaisir	NOUN	plaisir
,	PUNCT	,
tout	ADV	tout
vous	PRON	vous
bougonna	VERB	bougonner
voix	NOUN	voix
il	PRON	il
lancé	VERB	lancer
,	PUNCT	,
,	PUNCT	,
Il	PRON	il
avons	AUX	avoir
Ils	PRON	il
se	PRON	se
--	PUNCT	--
.	PUNCT	.
Il	PRON	il
tout	ADV	tout
amuse	VERB	amuse
»	PUNCT	»
On	PRON	on
le	PRON	le
noms	NOUN	nom
souvenu	VERB	souvenir
--	PUNCT	--
Vous	PRON	vous
»	PUNCT	»
les	PRON	le
.	PUNCT	.
se	PRON	se
...	PUNCT	...
pas	ADV	pas
mon	DET	mon
où	PRON	où
un	DET	un
Capurro'	PROPN	Capurro'
,	PUNCT	,
qu'	SCONJ	que
soins	NOUN	soin
une	DET	un
semblaient	VERB	sembler
Les	DET	le
-ce	PRON	-ce
passage	NOUN	passage
aucun	PRON	aucun
lui	PRON	lui
Paris	PROPN	Paris
Sylviane	PROPN	Sylviane
?	PUNCT	?
,	PUNCT	,
monsieur	NOUN	Monsieur
.	PUNCT	.
va	VERB	aller
,	PUNCT	,
côtés	NOUN	côté
d'	ADP	de
,	PUNCT	,
tête	NOUN	tête
accord	NOUN	accord
du	ADP	de
de	ADP	de
mes	DET	mon
Marcheret	PROPN	Marcheret
afin	ADV	afin
s'	PRON	se
s'	PRON	se
«	PUNCT	«
il	PRON	il
de	ADP	de
quartier	NOUN	quartier
de	ADP	de
aux	ADP	à
nous	PRON	nous
que	SCONJ	que
intarissable	ADJ	intarissable
?	PUNCT	?
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
-ce	PRON	-ce
,	PUNCT	,
Badinage	PROPN	Badinage
nous	PRON	nous
intrigues	NOUN	intrigue
sang-de-bœuf	NOUN	sang-de-bœuf
dix	NUM	dix
J'	PRON	je
prochaine	ADJ	prochain
voulu	VERB	vouloir
à	ADP	à
la	DET	le
cela	PRON	cela
,	PUNCT	,
fait	NOUN	fait
encore	ADV	encore
:	PUNCT	:
noms	NOUN	nom
?	PUNCT	?
pour	ADP	pour
ciel	NOUN	ciel
journées	NOUN	journée
Chalva	PROPN	Chalva
accompagnés	VERB	accompagner
lui	PRON	lui
